Region,Division,District,School_ID,NSBI SCHOOL ID,School_Name,Street_Address,Province,Municipality,Legislative_District,Barangay,Sector,School_Type,Classification_Offering,Longitude,Latitude,Connectivity Status,Connection Type,With Internet,Mobile Data,No Internet,DICT Free WiFi
Region IX,Zamboanga del Sur,Ramon Magsaysay,125328,125328,San Fernando Elementary School,San Fernando,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SAN FERNANDO,Public,School with no Annexes,Purely ES,123.4470196,8.0154681,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,125329,125329,Sto. Rosario ES,"-Sto. Rosario, R.M.",ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SANTO ROSARIO,Public,School with no Annexes,Purely ES,123.42896,7.98997,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,125330,125330,Sapa Anding ES,Purok 2,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SAPA ANDING,Public,School with no Annexes,Purely ES,123.466209,7.972759,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,125331,125331,Sinaguing ES,"Purok 2,",ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SINAGUING,Public,School with no Annexes,Purely ES,123.4137541,8.0235288,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,125332,125332,Upper Laperian ES,Purok 1,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,UPPER LAPERIAN,Public,School with no Annexes,Purely ES,123.44184,7.985976,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,303775,303775,Esperanza Switch NHS,"Switch, Ramon Magsaysay ZDS",ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SWITCH,Public,School with no Annexes,JHS with SHS,123.481136,8.041791,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,303814,303814,Sapa Anding Agricultural Vocational Technical School,Purok 1,ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,SAPA ANDING,Public,School with no Annexes,JHS with SHS,123.469516,7.9842506,online,Connected to both Wired and P2P,1,0,0,
Region IX,Zamboanga del Sur,Ramon Magsaysay,314228,314228,Ramon Magsaysay National High School,"Poblacion, Ramon Magsaysay",ZAMBOANGA DEL SUR,RAMON MAGSAYSAY (LIARGO),1st District,POBLACION,Public,School with no Annexes,JHS with SHS,123.4780832,8.003416406,offline,Connected via Wired,0,0,1,
Region IX,Zamboanga del Sur,San Miguel,125333,125333,Betinan ES,"Purok 4, Betinan, San Miguel, Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,BETINAN,Public,School with no Annexes,Purely ES,123.28029,7.65584,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125334,125334,Bulawan ES,Purok 1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,BULAWAN,Public,School with no Annexes,Purely ES,123.25436,7.62793,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125336,125336,Concepcion ES,Purok 1 concepcion San Miguel ZDS,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,CONCEPCION,Public,School with no Annexes,Purely ES,123.2553364,7.7114281,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125337,125337,Dao-an ES,Purok San Francisco,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,DAO-AN,Public,School with no Annexes,Purely ES,123.2931679,7.6778652,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125338,125338,Dumalian ES,-Purok 1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,DUMALIAN,Public,School with no Annexes,Purely ES,123.2406968,7.7225589,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Miguel,125339,125339,Fatima ES,"-Purok 1,Fatima,San Miguel,ZDS.",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,FATIMA,Public,School with no Annexes,Purely ES,123.260573,7.6851017,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125340,125340,Langilan Elementary School,Purok  1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,LANGILAN,Public,School with no Annexes,Purely ES,123.3121093,7.695304123,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125341,125341,Lantawan ES,"Lantawan, San Miguel, ZDS.",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,LANTAWAN,Public,School with no Annexes,Purely ES,123.26218,7.667131,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125342,125342,Laperian Elementary,Purok 1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,LAPERIAN,Public,School with no Annexes,Purely ES,123.2748001,7.6869402,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Miguel,125343,125343,Libuganan ES,"Libuganan,San Miguel,ZDS.",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,LIBUGANAN,Public,School with no Annexes,Purely ES,123.2700381,7.660953705,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Miguel,125344,125344,Limonan ES,-Purok 6,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,LIMONAN,Public,School with no Annexes,Purely ES,123.2978074,7.683587674,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125345,125345,Mati ES,"Purok 2, Mati,San Miguel,Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,MATI,Public,School with no Annexes,Purely ES,123.292222,7.704695,limited,,0,1,0,
Region IX,Zamboanga del Sur,San Miguel,125346,125346,Ocapan ES,Purok 1b,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,OCAPAN,Public,School with no Annexes,Purely ES,123.2686347,7.7243982,limited,,0,1,0,
Region IX,Zamboanga del Sur,San Miguel,125347,125347,San Isidro Elementary,"san isidro, san miguel,zamboanga del sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,SAN ISIDRO,Public,School with no Annexes,Purely ES,123.253666,7.6938209,limited,,0,1,0,
Region IX,Zamboanga del Sur,San Miguel,125348,125348,San Miguel CES & SPED Center,"Poblacion, San Miguel, Zamboaga del Sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,POBLACION,Public,School with no Annexes,Purely ES,123.2658742,7.6517959,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,125349,125349,Sayog ES,"-Sayog, San Miguel Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,SAYOG,Public,School with no Annexes,Purely ES,123.2543613,7.652138482,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Miguel,125350,125350,Tapian Elementary School,Purok 2,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,TAPIAN,Public,School with no Annexes,Purely ES,123.259706,7.617227,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,303791,303791,Betinan NHS,"Betinan, San Miguel, Zamboanga del sur",ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,BETINAN,Public,School with no Annexes,JHS with SHS,123.2868674,7.6571444,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,314239,314239,Dao-an NHS,Purok San Francisco,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,DAO-AN,Public,School with no Annexes,JHS with SHS,123.2925498,7.677712831,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,314240,314240,Fatima NHS,Purok 1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,FATIMA,Public,Mother school,JHS with SHS,123.2590093,7.6842199,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Miguel,502416,502416,Calube ES,Purok 1,ZAMBOANGA DEL SUR,SAN MIGUEL,2nd District,CALUBE,Public,School with no Annexes,ES and JHS,123.278841,7.706879,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125351,125351,Bag-ong Misamis ES,Purok Malipayon,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,BAG-ONG MISAMIS,Public,School with no Annexes,Purely ES,123.4483927,7.721301907,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,125352,125352,Bubual ES,Purok Centro,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,BUBUAL,Public,School with no Annexes,Purely ES,123.44645,7.62943,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125353,125353,Culasian ES,-Purok Saturn,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,CULASIAN,Public,School with no Annexes,Purely ES,123.4719265,7.7033218,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125354,125354,Daplayan ES,"-Daplayan, San Pablo, Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,DAPLAYAN,Public,School with no Annexes,Purely ES,123.390903,7.666651189,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125355,125355,Digos ES,Sitio Digos,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,LUMBAYAO,Public,School with no Annexes,Purely ES,123.384657,7.692121,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125356,125356,Kalilangan Elementary school,"-Purok-2, kalilangan, San pablo",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,KALILANGAN,Public,School with no Annexes,Purely ES,123.4214,7.6485,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,125357,125357,Kapamanok ES,Purok Basalo,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,KAPAMANOK,Public,School with no Annexes,Purely ES,123.4168087,7.6754225,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125358,125358,Kundom ES,"Kundom, San Pablo",ZAMBOANGA DEL SUR,SAN PABLO,1st District,KONDUM,Public,School with no Annexes,Purely ES,123.407108,7.69127,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125359,125359,Mabang Elementary School,"Brgy. Buton, San Pablo, Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,BUTON,Public,School with no Annexes,Purely ES,123.45457,7.63099,limited,,0,1,0,
Region IX,Zamboanga del Sur,San Pablo,125360,125360,Mabuhay ES,"Mabuhay, San Pablo, Zamboanga Del Sur",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,MABUHAY,Public,School with no Annexes,Purely ES,123.3976487,7.715467794,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125361,125361,Mariano Marcos ES,Purok Boulevard,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,MARCOS VILLAGE,Public,School with no Annexes,Purely ES,123.4649359,7.6518108,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125362,125362,Miasin ES,Purok Romblon,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,MIASIN,Public,School with no Annexes,Purely ES,123.4368491,7.6577079,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125363,125363,Mulansong Elementary School,"Purok Lambodar, mulansong",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,MOLANSONG,Public,School with no Annexes,Purely ES,123.4034,7.7111,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125364,125364,Pantad ES,Lower Pantad,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PANTAD,Public,School with no Annexes,Purely ES,123.4435129,7.6647373,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125365,125365,Pao ES,-None,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PAO,Public,School with no Annexes,Purely ES,123.4524161,7.6580844,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125366,125366,Payag ES,Purok Pinya,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PAYAG,Public,School with no Annexes,Purely ES,123.38762,7.72218,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125367,125367,Pongapong ES,Purok Mangga,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PONGAPONG,Public,School with no Annexes,Purely ES,123.4130788,7.6959849,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125368,125368,Sacbulan ES,Kamunggay,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SACBULAN,Public,School with no Annexes,Purely ES,123.4363371,7.699052,limited,,0,1,0,
Region IX,Zamboanga del Sur,San Pablo,125369,125369,Sagasan ES,Purok San Agustin,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SAGASAN,Public,School with no Annexes,Purely ES,123.4655879,7.6664633,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125370,125370,San Juan ES,"Purok Banana,San Juan",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SAN JUAN,Public,School with no Annexes,Purely ES,123.4559065,7.6974252,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125371,125371,San Pablo CES,Purok Maabtikon,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,POBLACION (SAN PABLO),Public,School with no Annexes,Purely ES,123.4589885,7.654416,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125372,125372,Senior Elementary School,-Purok Mag-uuma,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SENIOR,Public,School with no Annexes,Purely ES,123.4569982,7.6893025,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,125373,125373,Songgoy Elementary School,"-Songgoy, San Pablo, Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SONGGOY,Public,School with no Annexes,Purely ES,123.3737685,7.684753297,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125374,125374,Tandubuay ES,Arbor,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TANDUBUAY,Public,School with no Annexes,Purely ES,123.4639252,7.6397737,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125375,125375,Teniapan ES,Purok Bitoon,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TANIAPAN,Public,School with no Annexes,Purely ES,123.4764488,7.6829653,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,125376,125376,Ticala ES,Lawis,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TICALA ISLAND,Public,School with no Annexes,Purely ES,123.45835,7.61226,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,125377,125377,Tubopait Elementary School,SAGING,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TUBO-PAIT,Public,School with no Annexes,Purely ES,123.414413,7.702792804,offline,,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,125378,125378,Villakapa Elementary School,Purok 1,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,VILLAKAPA,Public,School with no Annexes,Purely ES,123.437836,7.684385,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,303776,303776,Eugenia Andrin NHS,Purok Alleo,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,KAPAMANOK,Public,School with no Annexes,JHS with SHS,123.421759,7.673047,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,303806,303806,Payag NHS,Purok Pinya,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PAYAG,Public,School with no Annexes,JHS with SHS,123.3887656,7.7219576,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,303813,303813,San Pablo NHS,"Purok Mauswagon, Poblacion",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,POBLACION (SAN PABLO),Public,Mother school,JHS with SHS,123.45605,7.65864,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,314220,314220,Teniapan NHS,"Rebi, Teniapan, San Pablo, ZDS",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TANIAPAN,Public,School with no Annexes,JHS with SHS,123.479,7.6934,offline,Connected via Wired,0,0,1,
Region IX,Zamboanga del Sur,San Pablo,314221,314221,Tandubuay National High School,PUROK ACACIA,ZAMBOANGA DEL SUR,SAN PABLO,2nd District,TANDUBUAY,Public,School with no Annexes,Purely JHS,123.462085,7.642584,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,314250,314250,Pongapong NHS,"Purok 5, Loquibong, Pongapong, San Pablo",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,PONGAPONG,Public,School with no Annexes,Purely JHS,123.4122831,7.691535,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,San Pablo,314251,314251,San Pablo NHS - Sacbulan Extension,"Purok Gemelina, Sacbulan, San Pablo, Zamboanga del Sur",ZAMBOANGA DEL SUR,SAN PABLO,2nd District,SACBULAN,Public,Annex or Extension school(s),Purely JHS,123.4343985,7.7074371,unknown,,,,,
Region IX,Zamboanga del Sur,Sominot,125380,125380,Barubuhan ES,n/a,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,BARUBUHAN,Public,School with no Annexes,Purely ES,123.3615537,8.045001516,offline,,0,0,1,
Region IX,Zamboanga del Sur,Sominot,125381,125381,Bulanay ES,Bulanay,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,BULANAY,Public,School with no Annexes,Purely ES,123.3342423,8.046088838,limited,,0,1,0,
Region IX,Zamboanga del Sur,Sominot,125382,125382,Datagan ES,Purok 3,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,DATAGAN,Public,School with no Annexes,Purely ES,123.3343832,7.961832072,offline,,0,0,1,
Region IX,Zamboanga del Sur,Sominot,125383,125383,Lantawan ES,Purok 2,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,LANTAWAN,Public,School with no Annexes,Purely ES,123.39849,8.082712,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125384,125384,Libertad ES,Purok 1,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,LIBERTAD,Public,School with no Annexes,Purely ES,123.3756326,8.0282266,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125385,125385,Lumangoy ES,-Purok 1 Lumangoy,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,LUMANGOY,Public,School with no Annexes,Purely ES,123.3822838,8.0395969,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125386,125386,New Carmen ES,"New Carmen, Sominot, Zamboanga del Sur",ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,NEW CARMEN,Public,School with no Annexes,Purely ES,123.345161,8.087508,limited,,0,1,0,
Region IX,Zamboanga del Sur,Sominot,125387,125387,New Oroquieta ES,-,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,BAG-ONG OROQUIETA,Public,School with no Annexes,Purely ES,123.4041421,8.084732013,offline,,0,0,1,
Region IX,Zamboanga del Sur,Sominot,125388,125388,Pictoran ES,None,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,PICTURAN,Public,School with no Annexes,Purely ES,123.3985585,7.9818877,offline,,0,0,1,
Region IX,Zamboanga del Sur,Sominot,125389,125389,Rizal ES,n/a,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,RIZAL,Public,School with no Annexes,Purely ES,123.4016259,8.0570484,offline,,0,0,1,
Region IX,Zamboanga del Sur,Sominot,125390,125390,San Miguel ES,-Purok Tinago,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,SAN MIGUEL,Public,School with no Annexes,Purely ES,123.3923825,8.025611,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125391,125391,Sto. Niño ES,-Purok 1,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,SANTO NINO,Public,School with no Annexes,Purely ES,123.37646,8.00824,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125392,125392,Sawa ES,-Sawa Sominot ZDS,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,SAWA,Public,School with no Annexes,Purely ES,123.373468,8.032608,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125393,125393,Sominot CES,Cor. Del Pilar Street,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,POBLACION,Public,School with no Annexes,Purely ES,123.38,8.0436137,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125394,125394,Eastern Sominot ES,Purok Dona Luz,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,EASTERN POBLACION,Public,School with no Annexes,Purely ES,123.3936297,8.041176154,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125395,125395,Tungawan ES,NonE,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,TUNGAWAN,Public,School with no Annexes,Purely ES,123.3772749,8.0812599,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,125396,125396,Upper Sicpao ES,"Upper Sicpao. Sominot, Zamboanga del Sur",ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,UPPER SICPAO,Public,School with no Annexes,Purely ES,123.38224,8.03976,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,196032,196032,Sominot CES-SPED,-POBLACION,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,POBLACION,Public,School with no Annexes,Purely ES,123.3804238,8.0439324,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,303817,303817,Sominot National High School,PUROK TINAGO,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,POBLACION,Public,School with no Annexes,JHS with SHS,123.387878,8.038295,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,303818,303818,Subanen Agricultural NHS,Purok 1,ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,DATAGAN,Public,School with no Annexes,JHS with SHS,123.3327927,7.965049845,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Sominot,502677,502677,Bag-ong Baroy Integrated School,"Bag-ong Baroy, Sominot ZDS",ZAMBOANGA DEL SUR,SOMINOT (DON MARIANO MARCOS),1st District,BAG-ONG BAROY,Public,School with no Annexes,ES and JHS,123.40434,7.99462,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125397,125397,Abong-Abong ES,Tabina,ZAMBOANGA DEL SUR,TABINA,2nd District,ABONG-ABONG,Public,School with no Annexes,Purely ES,123.3987268,7.4543137,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125398,125398,Baganian ES,"Purok Tulingan,Brgy.Baganian",ZAMBOANGA DEL SUR,TABINA,2nd District,BAGANIAN,Public,School with no Annexes,Purely ES,123.42175,7.37466,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125399,125399,Bayabaya ES,"-Bayabaya, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,BAYA-BAYA,Public,School with no Annexes,Purely ES,123.3981472,7.3859921,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125400,125400,Capisan ES,"Capisan, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,CAPISAN,Public,School with no Annexes,Purely ES,123.385003,7.425055,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125401,125401,Concepcion ES,"Sulip, Concepcion, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,CONCEPCION,Public,School with no Annexes,Purely ES,123.4422076,7.4033581,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125402,125402,Culabay ES,Culabay,ZAMBOANGA DEL SUR,TABINA,2nd District,CULABAY,Public,School with no Annexes,Purely ES,123.3802498,7.4483299,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125403,125403,Doña Josefina ES,Doña Josefina,ZAMBOANGA DEL SUR,TABINA,2nd District,DOÃ‘A JOSEFINA,Public,School with no Annexes,Purely ES,123.4349006,7.390145656,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125404,125404,Lumbia ES,"Purok Kanaway, Lumbia, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,LUMBIA,Public,School with no Annexes,Purely ES,123.420231,7.428168,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125405,125405,Mabuhay ES,"Mabuhay, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,MABUHAY,Public,School with no Annexes,Purely ES,123.40952,7.43514,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125406,125406,Malim ES,"Arbor, Malim, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,MALIM,Public,School with no Annexes,Purely ES,123.4465655,7.4364326,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125407,125407,Manicaan ES,Manicaan,ZAMBOANGA DEL SUR,TABINA,2nd District,MANIKAAN,Public,School with no Annexes,Purely ES,123.447848,7.3813531,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125408,125408,New Oroquieta ES,Waling-waling,ZAMBOANGA DEL SUR,TABINA,2nd District,NEW OROQUIETA,Public,School with no Annexes,Purely ES,123.4140344,7.4000152,offline,,0,0,1,
Region IX,Zamboanga del Sur,Tabina,125409,125409,San Agustin ES,"MARANDING, CULABAY, TABINA, ZDS",ZAMBOANGA DEL SUR,TABINA,2nd District,CULABAY,Public,School with no Annexes,Purely ES,123.365425,7.444556,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125410,125410,San Andres ES,"Burawin, Poblacion Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,POBLACION,Public,School with no Annexes,Purely ES,123.433094,7.45197,online,Connected via P2P,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125411,125411,San Antonio ES,"San Antonio,Baganian, Tabina, Zamboanga del Sur",ZAMBOANGA DEL SUR,TABINA,2nd District,BAGANIAN,Public,School with no Annexes,Purely ES,123.413424,7.382079,online,Connected via Wired,1,0,0,
Region IX,Zamboanga del Sur,Tabina,125412,125412,San Francisco ES,San Francisco,ZAMBOANGA DEL SUR,TABINA,2nd District,SAN FRANCISCO,Public,School with no Annexes,Purely ES,123.39465,7.41353,online,Connected via Wired,1,0,0,1
Region IX,Zamboanga del Sur,Tabina,125413,125413,San Roque ES,Purok Bomba,ZAMBOANGA DEL SUR,TABINA,2nd District,MABUHAY,Public,School with no Annexes,Purely ES,123.41019,7.44845,online,Connected via Wired,1,0,0,1
Region IX,Zamboanga del Sur,Tabina,125414,125414,San Vicente ES,San Vicente,ZAMBOANGA DEL SUR,TABINA,2nd District,ABONG-ABONG,Public,School with no Annexes,Purely ES,123.384367,7.459017,offline,,0,0,1,1
Region IX,Zamboanga del Sur,Tabina,125415,125415,Tabina CES,Poblacion,ZAMBOANGA DEL SUR,TABINA,2nd District,POBLACION,Public,School with no Annexes,Purely ES,123.4101412,7.4650123,offline,,0,0,1,
