Region,Division,District,School_ID,NSBI SCHOOL ID,School_Name,Street_Address,Province,Municipality,Legislative_District,Barangay,Sector,School_Type,Classification_Offering,Longitude,Latitude,Connectivity Status,Connection Type,With Internet,Mobile Data,No Internet,DICT Free WiFi
Region I,Ilocos Norte,Bacarra I,100001,100001,Apaleng-Libtong ES,"Brgy. 21, Libtong, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,LIBTONG,Public,School with no Annexes,Purely ES,120.6143722,18.2668598,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100002,100002,Bacarra CES,Santa Rita,ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Public,School with no Annexes,Purely ES,120.6094874,18.2512723,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Bacarra I,100003,100003,Buyon ES,NONE,ILOCOS NORTE,BACARRA,1st District,BUYON,Public,School with no Annexes,Purely ES,120.61605,18.23467,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100004,100004,Ganagan Elementary School,"#37 Ganagan,Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,GANAGAN,Public,School with no Annexes,Purely ES,120.5874148,18.2501214,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100005,100005,Macupit ES,Macupit,ILOCOS NORTE,BACARRA,1st District,MACUPIT,Public,School with no Annexes,Purely ES,120.6410016,18.294093,offline,,0,0,1,
Region I,Ilocos Norte,Bacarra I,100006,100006,Nambaran ES,Brgy. 19 Nambaran,ILOCOS NORTE,BACARRA,1st District,NAMBARAN,Public,School with no Annexes,Purely ES,120.646128,18.2664934,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100007,100007,Pasiocan ES,"Brgy 39, Bacarra, I.N.",ILOCOS NORTE,BACARRA,1st District,PASIOCAN,Public,School with no Annexes,Purely ES,120.6083801,18.2344913,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100008,100008,Pulangi ES,"-Brgy. 20, Pulangi",ILOCOS NORTE,BACARRA,1st District,PULANGI,Public,School with no Annexes,Purely ES,120.62723,18.27013,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100009,100009,Sabas-Sagisi Memorial Elem. School,"Brgy. 38 Sangil, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,SANGIL,Public,School with no Annexes,Purely ES,120.5932045,18.2444217,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100010,100010,SPECIAL EDUCATION CENTER,RIZAL ST.,ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Public,School with no Annexes,Purely ES,120.6114094,18.2518338,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100011,100011,Santo Cristo Elementary School,L. Acierto,ILOCOS NORTE,BACARRA,1st District,SANTO CRISTO I (POB.),Public,School with no Annexes,Purely ES,120.61996,18.24998,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,100012,100012,Tambidao Elementary School,"Brgy. 19-A, Tambidao, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,TAMBIDAO,Public,School with no Annexes,Purely ES,120.6325326,18.2579065,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Bacarra I,300002,300002,Bacarra NCHS,"Torcuato Ver Street, Brgy. 1 Sta. Rita, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,SANTA RITA (POB.),Public,School with no Annexes,JHS with SHS,120.6130773,18.2502138,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra I,300007,300007,Cadaratan National High School,"#30, Cadaratan, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,CADARATAN,Public,School with no Annexes,JHS with SHS,120.5983592,18.293356,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100013,100013,Bangsirit ES,"28 Bangsirit,",ILOCOS NORTE,BACARRA,1st District,CABUSLIGAN,Public,School with no Annexes,Purely ES,120.6033138,18.2755383,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100014,100014,Cabaruan ES,"Brgy. 34 Cabaruan Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,CABARUAN,Public,School with no Annexes,Purely ES,120.5961425,18.2588174,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100015,100015,Cabulalaan ES,Provincial Road,ILOCOS NORTE,BACARRA,1st District,CABULALAAN,Public,School with no Annexes,Purely ES,120.5876058,18.2760068,unknown,,,,,
Region I,Ilocos Norte,Bacarra II,100016,100016,Cadaratan ES,"National Highway, Brgy 30 Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,CADARATAN,Public,School with no Annexes,Purely ES,120.59928,18.29061,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100017,100017,Calioet ES,none,ILOCOS NORTE,BACARRA,1st District,CALIOET-LIBONG,Public,School with no Annexes,Purely ES,120.5854067,18.2861629,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100018,100018,Casilian ES,37-A,ILOCOS NORTE,BACARRA,1st District,CASILIAN,Public,Mother school,Purely ES,120.5725447,18.2683394,limited,,0,1,0,
Region I,Ilocos Norte,Bacarra II,100019,100019,Paninaan Elementary School,"Brgy. 23, Paninaan, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,PANINAAN,Public,School with no Annexes,Purely ES,120.6576921,18.2849876,offline,,0,0,1,
Region I,Ilocos Norte,Bacarra II,100020,100020,Parang E/S,-,ILOCOS NORTE,BACARRA,1st District,DURIPES,Public,School with no Annexes,Purely ES,120.6130037,18.2793212,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100021,100021,Pungto ES,"Brgy. 27-A Pungto, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,PUNGTO,Public,School with no Annexes,Purely ES,120.60779,18.29039,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bacarra II,100022,100022,San Agustin ES,"Brgy. 9 San Agustin II, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,SAN AGUSTIN II (POB.),Public,School with no Annexes,Purely ES,120.6056915,18.2561737,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Bacarra II,100023,100023,Tubburan ES,n/a,ILOCOS NORTE,BACARRA,1st District,TUBBURAN,Public,School with no Annexes,Purely ES,120.6277845,18.2901362,unknown,,,,,
Region I,Ilocos Norte,Bacarra II,150023,150023,Casilian Primary School - Taguipuro Annex,"#37-A Casilian, Bacarra, Ilocos Norte",ILOCOS NORTE,BACARRA,1st District,CASILIAN,Public,Annex or Extension school(s),Purely ES,120.5754671,18.2732831,offline,,0,0,1,
Region I,Ilocos Norte,Badoc,100024,100024,Ar-Arusip ES,Ar-Arusip,ILOCOS NORTE,BADOC,2nd District,AR-ARUSIP,Public,School with no Annexes,Purely ES,120.5120538,17.9112203,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100025,100025,Badoc North Central School,Lacuben,ILOCOS NORTE,BADOC,2nd District,LACUBEN,Public,School with no Annexes,Purely ES,120.475951,17.9311716,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Badoc,100026,100026,Badoc South Central School SPED Center,"Brgy. 2 Garreta (Pob), Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,GARRETA (POB.),Public,School with no Annexes,Purely ES,120.4749531,17.9264454,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Badoc,100027,100027,Camanga ES,Camanga,ILOCOS NORTE,BADOC,2nd District,CAMANGA,Public,School with no Annexes,Purely ES,120.57094,17.90762,offline,,0,0,1,
Region I,Ilocos Norte,Badoc,100029,100029,Gabut ES,Gabut Norte,ILOCOS NORTE,BADOC,2nd District,GABUT NORTE,Public,School with no Annexes,Purely ES,120.4742748,17.9652477,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Badoc,100030,100030,Labut ES,"Brgy. 11 Labut, Badoc Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,LABUT,Public,School with no Annexes,Purely ES,120.5123516,17.8956728,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100031,100031,Lasien School,"Brgy. 14 Nagrebcan, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,NAPU,Public,School with no Annexes,Purely ES,120.557838,17.8836914,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100032,100032,Mabusag-Napu ES,"Brgy. 18-B Mabusag, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,MABUSAG NORTE,Public,School with no Annexes,Purely ES,120.4921,17.9388,limited,,0,1,0,
Region I,Ilocos Norte,Badoc,100033,100033,Madupayas ES,Madupayas,ILOCOS NORTE,BADOC,2nd District,MADUPAYAS,Public,School with no Annexes,Purely ES,120.54787,17.90625,offline,,0,0,1,
Region I,Ilocos Norte,Badoc,100034,100034,Morong ES,Morong,ILOCOS NORTE,BADOC,2nd District,MORONG,Public,School with no Annexes,Purely ES,120.4554355,17.9142871,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Badoc,100035,100035,Nagrebcan ES,ALAY-NANGBABAAN (ALAY 15-B),ILOCOS NORTE,BADOC,2nd District,ALAY-NANGBABAAN (ALAY 15-B),Public,School with no Annexes,Purely ES,120.5240419,17.9095016,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100036,100036,Pagsanahan Elementary School,"Brgy. 5-A Pagsanahan Sur, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,PAGSANAHAN SUR,Public,School with no Annexes,Purely ES,120.4398161,17.9175029,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100037,100037,Paltit ES,"Brgy. 9 Paltit, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,PARANG,Public,School with no Annexes,Purely ES,120.48569,17.91369,limited,,0,1,0,
Region I,Ilocos Norte,Badoc,100038,100038,Pasuc-Parang ES,Luna,ILOCOS NORTE,BADOC,2nd District,SANTA CRUZ NORTE,Public,School with no Annexes,Purely ES,120.4983484,17.9258315,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100039,100039,Saud ES,"Saud, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,SAUD,Public,School with no Annexes,Purely ES,120.456113,17.929628,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100040,100040,Sta. Cruz ES,"Tapao St. Brgy. 7A, Sta Cruz Norte, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,SANTA CRUZ SUR,Public,School with no Annexes,Purely ES,120.46725,17.90684,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,100041,100041,Turod ES,"Turod, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,TUROD,Public,School with no Annexes,Purely ES,120.5033,17.8892,limited,,0,1,0,
Region I,Ilocos Norte,Badoc,100042,100042,Virgen Milagrosa Elementary School,"LA VIRGEN MILAGROSA (PAGUETPET), BADOC, ILOCOS NORTE",ILOCOS NORTE,BADOC,2nd District,LA VIRGEN MILAGROSA (PAGUETPET),Public,School with no Annexes,Purely ES,120.4421012,17.9044904,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,150001,150001,Aring ES,4-B Aring,ILOCOS NORTE,BADOC,2nd District,ARING,Public,School with no Annexes,Purely ES,120.4653177,17.9363713,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,150002,150002,Mabusag Sur ES,Mabusag  Sur,ILOCOS NORTE,BADOC,2nd District,MABUSAG SUR,Public,School with no Annexes,Purely ES,120.5040932,17.9332233,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Badoc,300021,300021,Nagrebcan NHS,"Alay, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,ALAY-NANGBABAAN (ALAY 15-B),Public,School with no Annexes,JHS with SHS,120.5247838,17.9095339,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,300023,300023,Pagsanahan NHS,5-A Pagsanahan,ILOCOS NORTE,BADOC,2nd District,PAGSANAHAN NORTE,Public,School with no Annexes,JHS with SHS,120.4418385,17.9183911,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Badoc,500000,500000,Caraitan Integrated School,"Caraitan, Badoc, Ilocos Norte",ILOCOS NORTE,BADOC,2nd District,CARAITAN,Public,School with no Annexes,All Offering,120.47513,17.90573,online,Connected to both Wired and P2P,1,0,0,
Region I,Ilocos Norte,Bangui,100043,100043,Abaca Elementary School,None,ILOCOS NORTE,BANGUI,1st District,ABACA,Public,School with no Annexes,Purely ES,120.7561533,18.5320258,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100044,100044,Alao-ao Elementary School,Alao-ao,ILOCOS NORTE,BANGUI,1st District,PAYAC,Public,School with no Annexes,Purely ES,120.719834,18.486948,limited,,0,1,0,
Region I,Ilocos Norte,Bangui,100045,100045,Bacsil ES,None,ILOCOS NORTE,BANGUI,1st District,BACSIL,Public,School with no Annexes,Purely ES,120.7719369,18.5295878,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100046,100046,Banban Elementary School,"Banban, Bangui",ILOCOS NORTE,BANGUI,1st District,BANBAN,Public,School with no Annexes,Purely ES,120.7272451,18.5115643,offline,,0,0,1,
Region I,Ilocos Norte,Bangui,100047,100047,Bangui CES,Torres St.,ILOCOS NORTE,BANGUI,1st District,SAN LORENZO (POB.),Public,School with no Annexes,Purely ES,120.7635985,18.5384814,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100048,100048,Baruyen Elementary School,"Brgy. 7, Baruyen, Bangui, Ilocos Norte",ILOCOS NORTE,BANGUI,1st District,BARUYEN,Public,School with no Annexes,Purely ES,120.7077,18.51688,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100049,100049,Dadaor ES,"Brgy. Dadaor, Bangui, Ilocos Norte",ILOCOS NORTE,BANGUI,1st District,DADAOR,Public,School with no Annexes,Purely ES,120.7122941,18.5080577,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100050,100050,Dumalneg ES,"J. Raval St. Brgy. Kalaw, Dumalneg, Ilocos Norte",ILOCOS NORTE,DUMALNEG,1st District,KALAW (DUMALNEG),Public,School with no Annexes,Purely ES,120.806367,18.523045,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Bangui,100051,100051,Lanao ES,"Brgy. 9, Lanao, Bangui, Ilocos Norte",ILOCOS NORTE,BANGUI,1st District,LANAO,Public,School with no Annexes,Purely ES,120.796,18.5262,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100052,100052,Masikil ES,National Road,ILOCOS NORTE,BANGUI,1st District,MASIKIL,Public,School with no Annexes,Purely ES,120.7443645,18.5216968,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Bangui,100053,100053,Nagbalagan ES,None,ILOCOS NORTE,BANGUI,1st District,NAGBALAGAN,Public,School with no Annexes,Purely ES,120.7793,18.53299,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Bangui,100054,100054,Paddagan ES,None,ILOCOS NORTE,BANGUI,1st District,PAYAC,Public,School with no Annexes,Purely ES,120.7527975,18.4763711,limited,,0,1,0,1
Region I,Ilocos Norte,Bangui,100055,100055,San Isidro Elementary School,Laguerta,ILOCOS NORTE,DUMALNEG,1st District,SAN ISIDRO,Public,School with no Annexes,Purely ES,120.828311,18.52891,offline,,0,0,1,
Region I,Ilocos Norte,Bangui,100056,100056,Suyo ES,Baruyen,ILOCOS NORTE,BANGUI,1st District,BARUYEN,Public,School with no Annexes,Purely ES,120.6868069,18.5256683,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,100057,100057,Taguipuro ES,Taguiporo,ILOCOS NORTE,BANGUI,1st District,TAGUIPORO,Public,School with no Annexes,Purely ES,120.7106471,18.522801,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,300003,300003,Bangui NHS,Alfredo Garvida St.,ILOCOS NORTE,BANGUI,1st District,SAN LORENZO (POB.),Public,School with no Annexes,JHS with SHS,120.7694793,18.5353968,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,300017,300017,Dumalneg NHS,Purok Regta,ILOCOS NORTE,DUMALNEG,1st District,QUIBEL (DUMALNEG),Public,School with no Annexes,JHS with SHS,120.8095805,18.5244285,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,320801,320801,BANBAN NHS,-,ILOCOS NORTE,BANGUI,1st District,BANBAN,Public,School with no Annexes,JHS with SHS,120.725556,18.510603,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Bangui,320802,320802,LANAO NATIONAL HIGH SCHOOL,"Provincial Rd,, Lanao, Bangui, ILocos Norte",ILOCOS NORTE,BANGUI,1st District,LANAO,Public,School with no Annexes,JHS with SHS,120.7948523,18.5303658,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100058,100058,Bangsar ES,Bangsar,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BANGSAR,Public,School with no Annexes,Purely ES,120.6423208,17.9539945,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100059,100059,Banna Central Elementary School,"Brgy. #4, Marcos, Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,MARCOS (POB.),Public,School with no Annexes,Purely ES,120.6550361,17.9815051,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100060,100060,Barbarangay ES,Barbarangay,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BARBARANGAY,Public,School with no Annexes,Purely ES,120.6361677,18.0153056,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100061,100061,Bomitog ES,Banna - Pinili Rd.,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BOMITOG,Public,School with no Annexes,Purely ES,120.6154087,17.9441063,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100062,100062,Bugasi ES,Bugasi,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BUGASI,Public,School with no Annexes,Purely ES,120.692236,17.988397,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100063,100063,Caestebanan ES,Caestebanan,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CAESTEBANAN,Public,School with no Annexes,Purely ES,120.699,17.96086,limited,,0,1,0,
Region I,Ilocos Norte,Banna (Espiritu),100064,100064,Caribquib ES,"Brgy. #18, Caribquib, Caribquib, Banna Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CARIBQUIB,Public,School with no Annexes,Purely ES,120.6674055,18.0020927,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100065,100065,Catagtaguen ES,"Brgy. 11 Catagtaguen, Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CATAGTAGUEN,Public,School with no Annexes,Purely ES,120.6600892,17.9647058,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100066,100066,Crispina ES,"#20 Crispina Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CRISPINA,Public,School with no Annexes,Purely ES,120.6579709,17.9996173,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100067,100067,Imelda ES,Imelda,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,IMELDA,Public,School with no Annexes,Purely ES,120.639358,17.939056,offline,,0,0,1,
Region I,Ilocos Norte,Banna (Espiritu),100068,100068,Lading ES,"Brgy. 12, Balioeg",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BALIOEG,Public,School with no Annexes,Purely ES,120.686095,17.949212,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100069,100069,Macayepyep ES,Macayepyep,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,MACAYEPYEP,Public,School with no Annexes,Purely ES,120.658518,17.940589,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100070,100070,Nagpatayan ES,"National Highway, Centro Nagpatayan",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,NAGPATAYAN,Public,School with no Annexes,Purely ES,120.638741,17.966674,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100071,100071,Quiaoit Memorial ES,"Brgy. 9, Binacag, Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,BINACAG,Public,School with no Annexes,Purely ES,120.6360814,17.922723,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100072,100072,Sinamar ES,Sinamar,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,SINAMAR,Public,School with no Annexes,Purely ES,120.685513,17.97175,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100073,100073,Tabtabagan Elementary School,Brgy. 17 Tabtabagan Banna Ilocos Norte,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,TABTABAGAN,Public,School with no Annexes,Purely ES,120.6766508,17.9960998,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),100074,100074,VALDEZ ELEMENTARY SCHOOL,"Valdez, Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,VALDEZ,Public,School with no Annexes,Purely ES,120.709277,17.965309,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),300004,300004,Banna National High School,"Zamora St., Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,LORENZO (POB.),Public,School with no Annexes,JHS with SHS,120.6581954,17.9803149,online,Connected to both Wired and P2P,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),300008,300008,Caestebanan NHS,"14 Sinamar, Banna, Ilocos Norte",ILOCOS NORTE,BANNA (ESPIRITU),2nd District,SINAMAR,Public,School with no Annexes,JHS with SHS,120.692812,17.963806,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),300010,300010,Caribquib NHS,Ilocos Norte-Abra Rd.ONE,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CARIBQUIB,Public,School with no Annexes,JHS with SHS,120.66905,18.00147,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Banna (Espiritu),300011,300011,Catagtaguen National High School,Ilocos-Norte Abra Road,ILOCOS NORTE,BANNA (ESPIRITU),2nd District,CATAGTAGUEN,Public,School with no Annexes,JHS with SHS,120.65972,17.96328,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Burgos,100100,100100,Ablan Community School,liwliwa street,ILOCOS NORTE,BURGOS,1st District,ABLAN SARAT,Public,School with no Annexes,Purely ES,120.61545,18.5317857,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Burgos,100101,100101,Agaga Elementary School,"Agaga, Burgos, Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,AGAGA,Public,School with no Annexes,Purely ES,120.64599,18.45147,limited,,0,1,0,
Region I,Ilocos Norte,Burgos,100102,100102,Bayog ES,Bayog,ILOCOS NORTE,BURGOS,1st District,BAYOG,Public,School with no Annexes,Purely ES,120.59132,18.50957,limited,,0,1,0,
Region I,Ilocos Norte,Burgos,100103,100103,BLISS ELEMENTARY SCHOOL,Buduan (Malituek),ILOCOS NORTE,BURGOS,1st District,BUDUAN (MALITUEK),Public,School with no Annexes,Purely ES,120.6308918,18.5013929,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Burgos,100104,100104,Bobon ES,"Brgy. 10 Bobon, Burgos, Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,BOBON,Public,School with no Annexes,Purely ES,120.586162,18.5058846,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Burgos,100105,100105,Burgos Central Elementary School,"Poblacion,Burgos,Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,POBLACION,Public,School with no Annexes,Purely ES,120.6440038,18.5123088,limited,,0,1,0,1
Region I,Ilocos Norte,Burgos,100106,100106,Nagsurot Elementary School,"Nagsurot, Burgos, Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,NAGSUROT,Public,School with no Annexes,Purely ES,120.6767936,18.5053593,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Burgos,100107,100107,Paayas ES,"Paayas Burgos, Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,PAAYAS,Public,School with no Annexes,Purely ES,120.57095,18.49546,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Burgos,100108,100108,Saoit-Pagali ES,"Brgy. Pagali, Burgos, I. N.",ILOCOS NORTE,BURGOS,1st District,PAGALI,Public,School with no Annexes,Purely ES,120.6260363,18.5347712,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Burgos,100109,100109,Tanap ES,Tanap,ILOCOS NORTE,BURGOS,1st District,TANAP,Public,School with no Annexes,Purely ES,120.6681581,18.4944316,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Burgos,300006,300006,Burgos Agro-Industrial School,"Brgy. Poblacion, Burgos, Ilocos Norte",ILOCOS NORTE,BURGOS,1st District,POBLACION,Public,School with no Annexes,JHS with SHS,120.6370256,18.5131318,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Currimao,100110,100110,Bimmanga ES,"-Bimmanga,Currimao,Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,BIMMANGA,Public,School with no Annexes,Purely ES,120.4825705,18.0386056,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Currimao,100111,100111,Comcomloong-Anggapang ES,"Brgy. Comcomloong, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,COMCOMLOONG,Public,School with no Annexes,Purely ES,120.51404,17.98208,online,Connected via P2P,1,0,0,
Region I,Ilocos Norte,Currimao,100112,100112,Doña Josefa E. Marcos ES,Poblacion 2,ILOCOS NORTE,CURRIMAO,2nd District,POBLACION II,Public,School with no Annexes,Purely ES,120.4880011,18.0204612,online,Connected via Wired,1,0,0,1
Region I,Ilocos Norte,Currimao,100113,100113,Langayan ES,"Brgy. 16 Lang-ayan-Baramban, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,LANG-AYAN-BARAMBAN,Public,School with no Annexes,Purely ES,120.5168878,18.0183831,offline,,0,0,1,
Region I,Ilocos Norte,Currimao,100114,100114,Maglaoi ES,"Barangay 12 Maglaoi Centro, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,MAGLAOI CENTRO,Public,School with no Annexes,Purely ES,120.4838794,17.9765532,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Currimao,100115,100115,Paguludan PS,"Paguludan-Salindeg, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,PAGULUDAN-SALINDEG,Public,School with no Annexes,Purely ES,120.4876024,18.0578548,limited,,0,1,0,
Region I,Ilocos Norte,Currimao,100116,100116,Pangil ES,"Brgy. 20 Pangil, Currimao, Ilocos Norte",ILOCOS NORTE,CURRIMAO,2nd District,PANGIL,Public,School with no Annexes,Purely ES,120.4760474,18.0399114,online,Connected via Wired,1,0,0,
Region I,Ilocos Norte,Currimao,100117,100117,Pias-Gaang ES,Pias Norte,ILOCOS NORTE,CURRIMAO,2nd District,PIAS NORTE,Public,School with no Annexes,Purely ES,120.5027,17.99181,online,Connected via Wired,1,0,0,
